任务ID;昵称;描述;任务icon;任务行为;行为指数;任务奖励包;下一个任务;是否是入口任务;任务类型;活动任务开始时间;活动任务结束时间;是否处于调试中;主任务
28199;【活动】每日首胜（PVP）;活动时间内，每天获得一场战斗胜利;210301;281;7;444999;;1;4;2017-09-17;2017-09-17;0;
28201;【活动】百日庆典;每天取得一场战斗胜利！    （奖励：附属神-巨人洛基）;20044;281;7;444998;;1;4;2017-09-17;2017-12-05;0;
28202;【活动】新春庆典;每天取得1场战斗胜利！    （完成奖励：莲-哪吒）;1000028;281;8;2980000;;1;4;2017-09-17;2018-03-01;0;
28203;【活动】新春庆典;每天取得1场战斗胜利！    （完成奖励：愚者）;220423;281;7;2980001;;1;4;2017-09-17;2018-04-09;0;
28204;【活动】劳动庆典;每天取得1场战斗胜利！    （奖励：头像-劳动者）;1200037;281;8;2980002;;1;4;2017-09-17;2018-05-06;0;
28205;【活动】炎夏之火;每天取得1场战斗胜利！    （奖励：锻造师-史尔特）;1000032;281;10;2980003;;1;4;2017-09-17;2018-05-27;0;
28206;【活动】原初哪吒;攻击击杀15个附属神;207401;3;15;2980004;;1;4;2018-05-18;2018-05-27;1;
28207;【活动】原初哪吒;取得5场天梯模式的胜利;207401;7;5;2980004;;1;4;2018-05-18;2018-05-27;1;
28208;【活动】原初哪吒;获得8场争乱模式胜利;207401;65;8;2980004;;1;4;2018-05-18;2018-05-27;1;
28209;【活动】原初哪吒;使用道德天尊获得7场胜利;207401;104;7;2980004;;1;4;2018-05-18;2018-05-27;1;
28210;【活动】六一;累计完成12个每日活动任务;200601;666;12;2980005;;1;4;2018-06-01;2018-06-20;0;
28211;【活动】六一;攻击击杀3个附属神;207401;3;3;400020;;1;4;2018-06-01;2018-06-02;0;
28212;【活动】六一;取得2场天梯模式的胜利;207401;7;2;400020;;1;4;2018-06-02;2018-06-03;0;
28213;【活动】六一;获得3场争乱模式胜利;207401;65;3;400020;;1;4;2018-06-03;2018-06-04;0;
28214;【活动】六一;攻击击杀3个附属神;207401;3;3;400020;;1;4;2018-06-04;2018-06-05;0;
28215;【活动】六一;取得2场天梯模式的胜利;207401;7;2;400020;;1;4;2018-06-05;2018-06-06;0;
28216;【活动】六一;获得3场争乱模式胜利;207401;65;3;400020;;1;4;2018-06-06;2018-06-07;0;
28217;【活动】六一;攻击击杀3个附属神;207401;3;3;400020;;1;4;2018-06-07;2018-06-08;0;
28218;【活动】六一;取得2场天梯模式的胜利;207401;7;2;400020;;1;4;2018-06-08;2018-06-09;0;
28219;【活动】六一;获得3场争乱模式胜利;207401;65;3;400020;;1;4;2018-06-09;2018-06-10;0;
28220;【活动】六一;攻击击杀3个附属神;207401;3;3;400020;;1;4;2018-06-10;2018-06-11;0;
28221;【活动】六一;取得2场天梯模式的胜利;207401;7;2;400020;;1;4;2018-06-11;2018-06-12;0;
28222;【活动】六一;获得3场争乱模式胜利;207401;65;3;400020;;1;4;2018-06-12;2018-06-13;0;
28223;【活动】六一;攻击击杀3个附属神;207401;3;3;400020;;1;4;2018-06-13;2018-06-14;0;
28224;【活动】六一;取得2场天梯模式的胜利;207401;7;2;400020;;1;4;2018-06-14;2018-06-15;0;
28225;【活动】六一;获得3场争乱模式胜利;207401;65;3;400020;;1;4;2018-06-15;2018-06-16;0;
28226;【活动】六一;攻击击杀3个附属神;207401;3;3;400020;;1;4;2018-06-16;2018-06-17;0;
28227;【活动】六一;取得2场天梯模式的胜利;207401;7;2;400020;;1;4;2018-06-17;2018-06-18;0;
28228;【活动】六一;获得3场争乱模式胜利;207401;65;3;400020;;1;4;2018-06-18;2018-06-19;0;
28229;【活动】六一;攻击击杀3个附属神;207401;3;3;400020;;1;4;2018-06-19;2018-06-20;0;
28230;【活动】召唤！新神集结！;召唤！新神集结！    累计完成5个每日活动任务;200601;666;5;2980011;;1;4;2018-06-19;2018-06-25;0;
28231;【活动】召唤！新神集结！;召唤！新神集结！    攻击击杀4个附属神;207401;3;4;2980011;;1;4;2018-06-19;2018-06-20;0;
28233;【活动】召唤！新神集结！;召唤！新神集结！    使用主神技能5次;200101;106;5;2980011;;1;4;2018-06-20;2018-06-21;0;
28234;【活动】召唤！新神集结！;召唤！新神集结！    战斗中驱散16个迷雾区域;210701;107;16;2980011;;1;4;2018-06-21;2018-06-22;0;
28235;【活动】召唤！新神集结！;召唤！新神集结！    使用20张神迹卡;200101;1;20;2980011;;1;4;2018-06-22;2018-06-23;0;
28236;【活动】召唤！新神集结！;召唤！新神集结！    使用10张弹幕卡;200101;2;10;2980011;;1;4;2018-06-23;2018-06-24;0;
28237;【活动】召唤！新神集结！;召唤！新神集结！    取得2场天梯模式的胜利;207401;7;2;2980011;;1;4;2018-06-24;2018-06-25;0;
28238;【活动】神秘重生！再集结！;神秘重生！再集结！      累计完成5个每日活动任务;200601;666;5;2980011;;1;4;2018-07-02;2018-07-08;0;
28239;【活动】神秘重生！再集结！;神秘重生！再集结！      攻击击杀4个附属神;207401;3;4;2980011;;1;4;2018-07-02;2018-07-03;0;
28240;【活动】神秘重生！再集结！;神秘重生！再集结！      使用主神技能5次;200101;106;5;2980011;;1;4;2018-07-03;2018-07-04;0;
28241;【活动】神秘重生！再集结！;神秘重生！再集结！      战斗中驱散16个迷雾区域;210701;107;16;2980011;;1;4;2018-07-04;2018-07-05;0;
28242;【活动】神秘重生！再集结！;神秘重生！再集结！     使用20张神迹卡;200101;1;20;2980011;;1;4;2018-07-05;2018-07-06;0;
28243;【活动】神秘重生！再集结！;神秘重生！再集结！      使用10张弹幕卡;200101;2;10;2980011;;1;4;2018-07-06;2018-07-07;0;
28244;【活动】神秘重生！再集结！;神秘重生！再集结！      取得2场天梯模式的胜利;207401;7;2;2980011;;1;4;2018-07-07;2018-07-08;0;
28245;【活动】收获的时候近了~！;收获的时候近了~！    累计完成5个每日活动任务;200601;666;5;2980011;;1;4;2018-07-17;2018-07-23;0;
28246;【活动】收获的时候近了~！;收获的时候近了~！    攻击击杀4个附属神;207401;3;4;2980011;;1;4;2018-07-17;2018-07-18;0;
28247;【活动】收获的时候近了~！;收获的时候近了~！    使用主神技能5次;200101;106;5;2980011;;1;4;2018-07-18;2018-07-19;0;
28248;【活动】收获的时候近了~！;收获的时候近了~！    战斗中驱散16个迷雾区域;210701;107;16;2980011;;1;4;2018-07-19;2018-07-20;0;
28249;【活动】收获的时候近了~！;收获的时候近了~！    使用20张神迹卡;200101;1;20;2980011;;1;4;2018-07-20;2018-07-21;0;
28250;【活动】收获的时候近了~！;收获的时候近了~！    使用10张弹幕卡;200101;2;10;2980011;;1;4;2018-07-21;2018-07-22;0;
28251;【活动】收获的时候近了~！;收获的时候近了~！    取得2场天梯模式的胜利;207401;7;2;2980011;;1;4;2018-07-22;2018-07-23;0;
28252;【活动】活动任务;累计完成5个每日活动任务;200601;666;5;2980011;;1;4;2018-08-14;2018-08-21;0;
28253;【活动】活动任务;攻击击杀5个附属神;207401;3;5;2980011;;1;4;2018-08-14;2018-08-15;0;
28254;【活动】活动任务;使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2018-08-15;2018-08-16;0;
28255;【活动】活动任务;使用拉获得3次胜利;210601;122;3;2980011;;1;4;2018-08-16;2018-08-17;0;
28256;【活动】活动任务;使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2018-08-17;2018-08-18;0;
28257;【活动】活动任务;使用元始天尊获得3次胜利;210603;124;3;2980011;;1;4;2018-08-18;2018-08-19;0;
28258;【活动】活动任务;使用20张神迹卡;200101;1;20;2980011;;1;4;2018-08-19;2018-08-20;0;
28259;【活动】活动任务;使用20张弹幕卡;200101;2;20;2980011;;1;4;2018-08-20;2018-08-21;0;
28260;【活动】神秘重生！再集结！;神秘重生！再集结！     累计完成5个每日活动任务;200601;666;5;2980011;;1;4;2018-08-27;2018-09-03;0;
28261;【活动】神秘重生！再集结！;神秘重生！再集结！     使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2018-08-27;2018-08-28;0;
28262;【活动】神秘重生！再集结！;神秘重生！再集结！     使用拉获得3次胜利;210601;122;3;2980011;;1;4;2018-08-28;2018-08-29;0;
28263;【活动】神秘重生！再集结！;神秘重生！再集结！     使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2018-08-29;2018-08-30;0;
28264;【活动】神秘重生！再集结！;神秘重生！再集结！     使用元始天尊获得3次胜利;210603;124;3;2980011;;1;4;2018-08-30;2018-08-31;0;
28265;【活动】神秘重生！再集结！;神秘重生！再集结！     使用20张神迹卡;200101;1;20;2980011;;1;4;2018-08-31;2018-09-01;0;
28266;【活动】神秘重生！再集结！;神秘重生！再集结！     使用20张弹幕卡;200101;2;20;2980011;;1;4;2018-09-01;2018-09-02;0;
28267;【活动】神秘重生！再集结！;神秘重生！再集结！     攻击击杀4个附属神;207401;3;4;2980011;;1;4;2018-09-02;2018-09-03;0;
28268;【活动】召唤！新神集结！;召唤！新神集结！       累计完成5个每日活动任务;200601;666;5;2990019;;1;4;2018-09-10;2018-09-17;0;
28269;【活动】召唤！新神集结！;召唤！新神集结！       使用毗湿奴获得3次胜利;210501;121;3;2990019;;1;4;2018-09-10;2018-09-11;0;
28270;【活动】召唤！新神集结！;召唤！新神集结！       使用拉获得3次胜利;210601;122;3;2990019;;1;4;2018-09-11;2018-09-12;0;
28271;【活动】召唤！新神集结！;召唤！新神集结！       使用宙斯获得3次胜利;210602;123;3;2990019;;1;4;2018-09-12;2018-09-13;0;
28272;【活动】召唤！新神集结！;召唤！新神集结！       使用元始天尊获得3次胜利;210603;124;3;2990019;;1;4;2018-09-13;2018-09-14;0;
28273;【活动】召唤！新神集结！;召唤！新神集结！       使用20张神迹卡;200101;1;20;2990019;;1;4;2018-09-14;2018-09-15;0;
28274;【活动】召唤！新神集结！;召唤！新神集结！       使用20张弹幕卡;200101;2;20;2990019;;1;4;2018-09-15;2018-09-16;0;
28275;【活动】召唤！新神集结！;召唤！新神集结！       攻击击杀4个附属神;207401;3;4;2990019;;1;4;2018-09-16;2018-09-17;0;
28276;【活动】神秘重生！再集结！;神秘重生！再集结！     累计完成4个每日活动任务;200601;666;4;2980011;;1;4;2018-09-25;2018-09-30;0;
28277;【活动】神秘重生！再集结！;神秘重生！再集结！     使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2018-09-25;2018-09-26;0;
28278;【活动】神秘重生！再集结！;神秘重生！再集结！     使用拉获得3次胜利;210601;122;3;2980011;;1;4;2018-09-26;2018-09-27;0;
28279;【活动】神秘重生！再集结！;神秘重生！再集结！     使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2018-09-27;2018-09-28;0;
28280;【活动】神秘重生！再集结！;神秘重生！再集结！     使用元始天尊获得3次胜利;210603;124;3;2980011;;1;4;2018-09-28;2018-09-29;0;
28281;【活动】神秘重生！再集结！;神秘重生！再集结！     使用20张弹幕卡;200101;2;20;2980011;;1;4;2018-09-29;2018-09-30;0;
28282;【活动】希望的曙光;希望的曙光     累计完成8个每日活动任务;200601;666;8;2990020;;1;4;2018-09-30;2018-10-08;0;
28283;【活动】希望的曙光;希望的曙光     使用天照获得8次胜利;210201;102;8;400050;;1;4;2018-09-30;2018-10-01;0;
28284;【活动】希望的曙光;希望的曙光     使用奥丁获得8次胜利;210101;101;8;400050;;1;4;2018-10-01;2018-10-02;0;
28285;【活动】希望的曙光;希望的曙光     使用伊米尔获得8次胜利;210301;103;8;400050;;1;4;2018-10-02;2018-10-03;0;
28286;【活动】希望的曙光;希望的曙光     使用道德天尊获得8次胜利;210401;104;8;400050;;1;4;2018-10-03;2018-10-04;0;
28287;【活动】希望的曙光;希望的曙光     使用毗湿奴获得8次胜利;210501;121;8;400050;;1;4;2018-10-04;2018-10-05;0;
28288;【活动】希望的曙光;希望的曙光     使用拉获得8次胜利;210601;122;8;400050;;1;4;2018-10-05;2018-10-06;0;
28289;【活动】希望的曙光;希望的曙光     使用宙斯获得8次胜利;210602;123;8;400050;;1;4;2018-10-06;2018-10-07;0;
28290;【活动】希望的曙光;希望的曙光     使用元始天尊获得8次胜利;210603;124;8;400050;;1;4;2018-10-07;2018-10-08;0;
28291;【活动】召唤！新神集结！;召唤！新神集结！    累计完成5个每日活动任务;200601;666;5;2980011;;1;4;2018-10-08;2018-10-15;0;
28292;【活动】召唤！新神集结！;召唤！新神集结！    获得3场争乱模式胜利;207401;65;3;2980011;;1;4;2018-10-08;2018-10-09;0;
28293;【活动】召唤！新神集结！;召唤！新神集结！    使用主神技能5次;200101;106;5;2980011;;1;4;2018-10-09;2018-10-10;0;
28294;【活动】召唤！新神集结！;召唤！新神集结！    战斗中驱散16个迷雾区域;210701;107;16;2980011;;1;4;2018-10-10;2018-10-11;0;
28295;【活动】召唤！新神集结！;召唤！新神集结！    使用20张神迹卡;200101;1;20;2980011;;1;4;2018-10-11;2018-10-12;0;
28296;【活动】召唤！新神集结！;召唤！新神集结！    使用10张弹幕卡;200101;2;10;2980011;;1;4;2018-10-12;2018-10-13;0;
28297;【活动】召唤！新神集结！;召唤！新神集结！    取得2场天梯模式的胜利;207401;7;2;2980011;;1;4;2018-10-13;2018-10-14;0;
28298;【活动】召唤！新神集结！;召唤！新神集结！    获得3场争乱模式胜利;207401;65;3;2980011;;1;4;2018-10-14;2018-10-15;0;
28299;【活动】集结！辉夜再度UP！;集结！辉夜再度UP！    累计完成5个每日活动任务;200601;666;5;2980011;;1;4;2018-10-22;2018-10-29;0;
28300;【活动】集结！辉夜再度UP！;集结！辉夜再度UP！    取得2场天梯模式的胜利;207401;7;2;2980011;;1;4;2018-10-22;2018-10-23;0;
28301;【活动】集结！辉夜再度UP！;集结！辉夜再度UP！    使用主神技能5次;200101;106;5;2980011;;1;4;2018-10-23;2018-10-24;0;
28302;【活动】集结！辉夜再度UP！;集结！辉夜再度UP！    战斗中驱散16个迷雾区域;210701;107;16;2980011;;1;4;2018-10-24;2018-10-25;0;
28303;【活动】集结！辉夜再度UP！;集结！辉夜再度UP！    使用20张神迹卡;200101;1;20;2980011;;1;4;2018-10-25;2018-10-26;0;
28304;【活动】集结！辉夜再度UP！;集结！辉夜再度UP！    使用10张弹幕卡;200101;2;10;2980011;;1;4;2018-10-26;2018-10-27;0;
28305;【活动】集结！辉夜再度UP！;集结！辉夜再度UP！    使用元始天尊获得2次胜利;210603;124;2;2980011;;1;4;2018-10-27;2018-10-28;0;
28306;【活动】集结！辉夜再度UP！;集结！辉夜再度UP！    获得3场争乱模式胜利;207401;65;3;2980011;;1;4;2018-10-28;2018-10-29;0;
28307;【活动】召唤！新神集结！;召唤！新神集结！      累计完成5个每日活动任务;200601;666;5;2980011;;1;4;2018-11-02;2018-11-12;0;
28308;【活动】召唤！新神集结！;召唤！新神集结！      取得2场天梯模式的胜利;207401;7;2;2980011;;1;4;2018-11-02;2018-11-03;0;
28309;【活动】召唤！新神集结！;召唤！新神集结！      取得2场天梯模式的胜利;207401;7;2;2980011;;1;4;2018-11-03;2018-11-04;0;
28310;【活动】召唤！新神集结！;召唤！新神集结！       使用天照获得3次胜利;210201;102;3;2980011;;1;4;2018-11-04;2018-11-05;0;
28311;【活动】召唤！新神集结！;召唤！新神集结！       使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2018-11-05;2018-11-06;0;
28312;【活动】召唤！新神集结！;召唤！新神集结！       使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2018-11-06;2018-11-07;0;
28313;【活动】召唤！新神集结！;召唤！新神集结！       使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2018-11-07;2018-11-08;0;
28314;【活动】召唤！新神集结！;召唤！新神集结！       使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2018-11-08;2018-11-09;0;
28315;【活动】召唤！新神集结！;召唤！新神集结！       使用拉获得3次胜利;210601;122;3;2980011;;1;4;2018-11-09;2018-11-10;0;
28316;【活动】召唤！新神集结！;召唤！新神集结！       使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2018-11-10;2018-11-11;0;
28317;【活动】召唤！新神集结！;召唤！新神集结！       使用元始天尊获得3次胜利;210603;124;3;2980011;;1;4;2018-11-11;2018-11-12;0;
28318;【活动】一发入魂;一发入魂    获得3场争乱模式胜利;207401;65;3;2990023;;1;4;2018-12-03;2018-12-04;0;
28319;【活动】一发入魂;一发入魂    获得3场争乱模式胜利;207401;65;3;2990023;;1;4;2018-12-04;2018-12-05;0;
28320;【活动】一发入魂;一发入魂    获得3场争乱模式胜利;207401;65;3;2990023;;1;4;2018-12-05;2018-12-06;0;
28321;【活动】一发入魂;一发入魂    获得3场争乱模式胜利;207401;65;3;2990023;;1;4;2018-12-06;2018-12-07;0;
28322;【活动】一发入魂;一发入魂    获得3场争乱模式胜利;207401;65;3;2990023;;1;4;2018-12-07;2018-12-08;0;
28323;【活动】一发入魂;一发入魂    获得3场争乱模式胜利;207401;65;3;2990023;;1;4;2018-12-08;2018-12-09;0;
28324;【活动】一发入魂;一发入魂    获得3场争乱模式胜利;207401;65;3;2990023;;1;4;2018-12-09;2018-12-10;0;
28325;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    累计完成5个每日活动任务;200601;666;5;2980011;;1;4;2018-12-17;2018-12-25;0;
28326;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2018-12-17;2018-12-18;0;
28327;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2018-12-18;2018-12-19;0;
28328;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2018-12-19;2018-12-20;0;
28329;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2018-12-20;2018-12-21;0;
28330;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2018-12-21;2018-12-22;0;
28331;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2018-12-22;2018-12-23;0;
28332;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2018-12-23;2018-12-24;0;
28333;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用元始天尊获得3次胜利;210603;124;3;2980011;;1;4;2018-12-24;2018-12-25;0;
28334;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    累计完成5个每日活动任务;200601;666;5;2990019;;1;4;2019-01-14;2019-01-22;0;
28335;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用天照获得3次胜利;210201;102;3;2990019;;1;4;2019-01-14;2019-01-15;0;
28336;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用奥丁获得3次胜利;210101;101;3;2990019;;1;4;2019-01-15;2019-01-16;0;
28337;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用伊米尔获得3次胜利;210301;103;3;2990019;;1;4;2019-01-16;2019-01-17;0;
28338;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用道德天尊获得3次胜利;210401;104;3;2990019;;1;4;2019-01-17;2019-01-18;0;
28339;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用毗湿奴获得3次胜利;210501;121;3;2990019;;1;4;2019-01-18;2019-01-19;0;
28340;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用拉获得3次胜利;210601;122;3;2990019;;1;4;2019-01-19;2019-01-20;0;
28341;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用宙斯获得3次胜利;210602;123;3;2990019;;1;4;2019-01-20;2019-01-21;0;
28342;【活动】召唤！新限定神即将到来！;召唤！新限定神即将到来！    使用元始天尊获得3次胜利;210603;124;3;2990019;;1;4;2019-01-21;2019-01-22;0;
28343;【活动】和平的日常;和平的日常    使用天照获得3次胜利;210201;102;3;2990019;;1;4;2019-04-15;2019-04-16;0;
28344;【活动】和平的日常;和平的日常    使用奥丁获得3次胜利;210101;101;3;2990019;;1;4;2019-04-16;2019-04-17;0;
28345;【活动】和平的日常;和平的日常    使用伊米尔获得3次胜利;210301;103;3;2990019;;1;4;2019-04-17;2019-04-18;0;
28346;【活动】和平的日常;和平的日常    使用道德天尊获得3次胜利;210401;104;3;2990019;;1;4;2019-04-18;2019-04-19;0;
28347;【活动】和平的日常;和平的日常    使用毗湿奴获得3次胜利;210501;121;3;2990019;;1;4;2019-04-19;2019-04-20;0;
28348;【活动】和平的日常;和平的日常    使用拉获得3次胜利;210601;122;3;2990019;;1;4;2019-04-20;2019-04-21;0;
28349;【活动】和平的日常;和平的日常    使用宙斯获得3次胜利;210602;123;3;2990019;;1;4;2019-04-21;2019-04-22;0;
28350;【活动】降临前夕;降临前夕    使用天照获得3次胜利;210201;102;3;2990019;;1;4;2019-04-29;2019-04-30;0;
28351;【活动】降临前夕;降临前夕    使用奥丁获得3次胜利;210101;101;3;2990019;;1;4;2019-04-30;2019-05-01;0;
28352;【活动】降临前夕;降临前夕    使用伊米尔获得3次胜利;210301;103;3;2990019;;1;4;2019-05-01;2019-05-02;0;
28353;【活动】降临前夕;降临前夕    使用道德天尊获得3次胜利;210401;104;3;2990019;;1;4;2019-05-02;2019-05-03;0;
28354;【活动】降临前夕;降临前夕    使用毗湿奴获得3次胜利;210501;121;3;2990019;;1;4;2019-05-03;2019-05-04;0;
28355;【活动】降临前夕;降临前夕    使用拉获得3次胜利;210601;122;3;2990019;;1;4;2019-05-04;2019-05-05;0;
28356;【活动】降临前夕;降临前夕    使用宙斯获得3次胜利;210602;123;3;2990019;;1;4;2019-05-05;2019-05-06;0;
28357;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;2980012;;1;4;2019-05-27;2019-05-28;0;
28358;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;2980012;;1;4;2019-05-28;2019-05-29;0;
28359;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;2980012;;1;4;2019-05-29;2019-05-30;0;
28360;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;2980012;;1;4;2019-05-30;2019-05-31;0;
28361;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;2980012;;1;4;2019-05-31;2019-06-01;0;
28362;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;2980012;;1;4;2019-06-01;2019-06-02;0;
28363;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;2980012;;1;4;2019-06-02;2019-06-03;0;
28364;【活动】天下大同;天下大同    使用天照获得3次胜利;210201;102;3;2980012;;1;4;2019-06-24;2019-06-25;0;
28365;【活动】天下大同;天下大同    使用奥丁获得3次胜利;210101;101;3;2980012;;1;4;2019-06-25;2019-06-26;0;
28366;【活动】天下大同;天下大同    使用伊米尔获得3次胜利;210301;103;3;2980012;;1;4;2019-06-26;2019-06-27;0;
28367;【活动】天下大同;天下大同    使用道德天尊获得3次胜利;210401;104;3;2980012;;1;4;2019-06-27;2019-06-28;0;
28368;【活动】天下大同;天下大同    使用毗湿奴获得3次胜利;210501;121;3;2980012;;1;4;2019-06-28;2019-06-29;0;
28369;【活动】天下大同;天下大同    使用拉获得3次胜利;210601;122;3;2980012;;1;4;2019-06-29;2019-06-30;0;
28370;【活动】天下大同;天下大同    使用宙斯获得3次胜利;210602;123;3;2980012;;1;4;2019-06-30;2019-07-01;0;
28371;【活动】梦境的日常;梦境的日常    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-07-15;2019-07-16;0;
28372;【活动】梦境的日常;梦境的日常    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-07-16;2019-07-17;0;
28373;【活动】梦境的日常;梦境的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2019-07-17;2019-07-18;0;
28374;【活动】梦境的日常;梦境的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2019-07-18;2019-07-19;0;
28375;【活动】梦境的日常;梦境的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2019-07-19;2019-07-20;0;
28376;【活动】梦境的日常;梦境的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2019-07-20;2019-07-21;0;
28377;【活动】梦境的日常;梦境的日常    使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2019-07-21;2019-07-22;0;
28378;【活动】夏日沙滩祭;夏日沙滩祭    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-07-23;2019-07-24;0;
28379;【活动】夏日沙滩祭;夏日沙滩祭    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-07-24;2019-07-25;0;
28380;【活动】夏日沙滩祭;夏日沙滩祭    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2019-07-25;2019-07-26;0;
28381;【活动】夏日沙滩祭;夏日沙滩祭    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2019-07-26;2019-07-27;0;
28382;【活动】夏日沙滩祭;夏日沙滩祭    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2019-07-27;2019-07-28;0;
28383;【活动】夏日沙滩祭;夏日沙滩祭    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2019-07-28;2019-07-29;0;
28384;【活动】夏日沙滩祭;夏日沙滩祭    使用宙斯获得3次胜利;210602;123;3;1000051;;1;4;2019-07-29;2019-07-30;0;
28385;【活动】和平的日常;和平的日常    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-08-06;2019-08-07;0;
28386;【活动】和平的日常;和平的日常    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-08-07;2019-08-08;0;
28387;【活动】和平的日常;和平的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2019-08-08;2019-08-09;0;
28388;【活动】和平的日常;和平的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2019-08-09;2019-08-10;0;
28389;【活动】和平的日常;和平的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2019-08-10;2019-08-11;0;
28390;【活动】和平的日常;和平的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2019-08-11;2019-08-12;0;
28391;【活动】和平的日常;和平的日常    使用宙斯获得3次胜利;210602;123;3;2980011;;1;4;2019-08-12;2019-08-13;0;
28392;【活动】平静的日常;平静的日常    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-09-10;2019-09-11;0;
28393;【活动】平静的日常;平静的日常    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-09-11;2019-09-12;0;
28394;【活动】平静的日常;平静的日常    使用伊米尔获得3次胜利;210301;103;3;2980011;;1;4;2019-09-12;2019-09-13;0;
28395;【活动】平静的日常;平静的日常    使用道德天尊获得3次胜利;210401;104;3;2980011;;1;4;2019-09-13;2019-09-14;0;
28396;【活动】平静的日常;平静的日常    使用毗湿奴获得3次胜利;210501;121;3;2980011;;1;4;2019-09-14;2019-09-15;0;
28397;【活动】平静的日常;平静的日常    使用拉获得3次胜利;210601;122;3;2980011;;1;4;2019-09-15;2019-09-16;0;
28398;【活动】平静的日常;平静的日常    使用宙斯获得3次胜利;210602;123;3;1100035;;1;4;2019-09-16;2019-09-17;0;
28399;【活动】和平的日常;和平的日常    使用天照获得3次胜利;210201;102;3;2980011;;1;4;2019-10-15;2019-10-16;0;
28400;【活动】和平的日常;和平的日常    使用奥丁获得3次胜利;210101;101;3;2980011;;1;4;2019-10-16;2019-10-17;0;
