技能ID;技能名称;技能描述;消耗;何时触发;触发辅助;对敌我方;目标类型;选择规则;选择范围;效果类型;效果值;附带技能;回合最大使用次数;单场最大使用次数;是否有有益的;是否处于调试中
29856;天龙;回合开始己方每存在1体天龙，对敌方一个随机单位造成5点伤害，离场时主神获得5点生命，随机解除敌方1格迷雾。;0;21;0;1;10;0;0;1;5;29901,29902,29903,29904,29905;-1;-1;1;0
29857;天龙;回合开始己方每存在1体天龙，对敌方一个随机单位造成5点伤害，离场时主神获得5点生命，随机解除敌方1格迷雾。;0;21;0;1;10;0;0;1;5;29901,29902,29903,29904,29905;-1;-1;1;0
29858;水蛭子;游戏开始对方手牌消耗+1，使用神迹卡对方全体失去10生命;0;15;0;0;26;0;0;99;1;29908;-1;-1;1;0
29859;毗沙门天;回合开始敌方所有附属神攻击-10，持续1回合，;0;6;0;0;35;0;0;25;79;0;-1;-1;1;0
29901;天龙;离场时随机解除敌方1格迷雾。;0;21;0;0;21;2;0;8;1;0;-1;-1;1;0
29902;天龙;回合开始时每存在1体天龙，自身攻击+1，生命上限+2，生命+2;0;6;0;1;37;0;29845;2;2;0;-1;-1;1;0
29903;天龙;回合开始时每存在1体天龙，自身攻击+1，生命上限+2，生命+2;0;6;0;1;37;0;29845;1;2;0;-1;-1;1;0
29904;天龙;回合开始时每存在1体天龙，自身攻击+1，生命上限+2，生命+2;0;6;0;1;37;0;29845;3;1;0;-1;-1;1;0
29905;天龙;回合开始己方每存在1体天龙，对敌方一个随机单位造成5点伤害;0;6;0;0;4;2;0;1;-5;0;-1;-1;1;0
29906;【忍耐】;【忍耐】 4;0;22;0;1;6;0;0;110;4;0;-1;-1;1;0
29907;反击;反击;0;20;0;0;11;0;0;72;1;0;-1;-1;0;0
29908;水蛭子;游戏开始对方手牌消耗+1，使用神迹卡对方全体失去10生命;0;29;0;0;7;0;0;1;-10;0;-1;-1;0;0
29912;天命;己方回合开始时获得一张［特型·灵符击］;0;0;6;1;5;0;0;21;46745;0;-1;-1;1;0
29913;不灭;己方回合开始时，己方所有单位获得【圣盾】;0;6;0;1;7;0;0;25;3;0;-1;-1;1;0
29914;卫道;己方回合开始时，己方所有单位永久＋1攻击力;0;6;0;1;7;0;0;3;1;0;-1;-1;1;0
29915;血之亲族;攻击时，召唤1体【洛基之血】；己方回合开始时，己方场上每存在1体【洛基之血】，则永久+1攻击力，提高1点生命值上限。装填弹幕时，双方所有单位失去3点生命值（每回合至多发动1次）。;0;3;0;1;1;2;0;6;29957;29918;-1;-1;1;0
29916;国津魂;己方回合开始时，随机获得1张【创国五策】。命中敌方单位时，敌方所有单位失去3*N点生命值（N为命中敌方单位的数量）（每回合至多发动1次）。自身被命中时，敌方主神失去3点生命值。;0;6;0;1;5;0;0;104;49986,20,49987,20,49988,20,49989,20,49990,20;29919,29920;-1;-1;1;0
29917;血之潮涌;无法攻击，【坚壁】。己方回合开始时，己方主神失去2点生命值。自身离场时，敌方主神失去3点生命值。;0;6;0;1;37;0;20044;2;1;29921,29922,29923,24401,29924;-1;-1;1;0
29918;附：血之亲族;装填弹幕时，双方所有单位失去3点生命值（每回合至多发动1次）。;0;24;0;2;7;0;0;1;-3;0;1;-1;1;0
29919;附：国津魂;命中敌方单位时，敌方所有单位失去3*N点生命值（N为命中敌方单位的数量）（每回合至多发动1次）。;0;11;0;0;7;0;0;105;-3;0;1;-1;1;0
29920;附：国津魂;自身被命中时，敌方主神失去3点生命值。;0;20;0;0;10;0;0;1;-3;0;-1;-1;1;0
29921;附：血之潮涌;无法攻击，【坚壁】。己方回合开始时，己方主神失去2点生命值。自身离场时，敌方主神失去3点生命值。;0;6;0;1;37;0;20044;1;1;0;-1;-1;1;0
29922;附：血之潮涌;无法攻击，【坚壁】。己方回合开始时，己方主神失去2点生命值。自身离场时，敌方主神失去3点生命值。;0;6;0;1;10;0;0;1;-2;0;-1;-1;0;0
29923;附：血之潮涌;无法攻击，【坚壁】。己方回合开始时，己方主神失去2点生命值。自身离场时，敌方主神失去3点生命值。;0;21;0;0;10;0;0;1;-3;0;-1;-1;1;0
29924;附：血之潮涌;无法攻击，【坚壁】。己方回合开始时，己方主神失去2点生命值。自身离场时，敌方主神失去3点生命值。;0;6;0;1;37;0;20044;3;1;0;-1;-1;1;0
29955;侦查之策;＋护盾时，随机解除敌方2格迷雾;0;2;0;0;21;2;0;33;1;0;-1;-1;1;0
29956;奇袭之术;攻击时，己方所有单位＋1护盾;0;3;0;1;7;0;0;5;1;0;-1;-1;1;0
29959;活性森林;无法装填，攻击消耗1点行动点，攻击后离场。离场时，敌方随机解除2格迷雾。己方回合开始时，自身永久+1攻击力。;0;6;0;1;6;0;0;3;1;48888,49901,29960,49961;-1;-1;1;0
29960;活性森林;离场时，敌方随机解除2格迷雾。;0;21;0;0;21;2;0;8;1;0;-1;-1;1;0
30001;八卦炉核心;抽2张卡;2;0;0;1;5;0;0;12;2;0;-1;-1;1;0
30002;劫掠行军;敌方全体【清除】，抽2张卡;4;0;0;0;7;0;0;14;1;31002;-1;-1;1;0
30003;自由;敌方全体【清除】，己方全体＋2攻击力，持续1回合;4;0;0;0;7;0;0;14;1;31003;-1;-1;1;0
30004;蔽日之殃;全场覆盖迷雾。;4;0;0;2;8;0;0;7;1;0;-1;-1;1;0
30005;启明星;指定区域解除迷雾;2;0;0;0;8;1;2;8;1;0;-1;-1;1;0
30006;常青之剑;敌方所有单位【封足】，持续2回合;5;0;0;0;7;0;0;25;72;0;-1;-1;1;0
30007;援护投石;敌方所有单位装填时间＋1;2;0;0;0;7;0;0;13;1;0;-1;-1;1;0
30009;超低温制冷弹;消除敌方已装填弹幕，己方所有单位装填时间＋1;2;0;0;0;7;0;0;14;1;32009;-1;-1;1;0
30010;蓬莱仙药;己方单体获得【圣盾】，获得6点生命值;2;0;0;1;4;1;0;25;3;31010;-1;-1;1;0
30011;八咫乌特攻队;己方所有单位获得【圣盾】，抽1张卡;3;0;0;1;7;0;0;25;3;31011;-1;-1;1;0
30012;热血鼓舞;己方单体获得6点生命值;1;0;0;1;4;1;0;1;6;0;-1;-1;1;0
30013;顽强;己方单体提高6点生命值上限并获得6点生命值;3;0;0;1;4;1;0;2;6;30101;-1;-1;1;0
30014;魔狼巨颚;敌方所有单位【封刃】，持续1回合;6;0;0;0;7;0;0;25;8;0;-1;-1;1;0
30015;猛食竞赛;所有单位装填时间＋2;2;0;0;2;7;0;0;13;2;0;-1;-1;1;0
30018;天兵神威;抽4张卡;4;0;0;1;5;0;0;12;4;0;-1;-1;1;0
30019;邪神囚笼;敌方所有单位－10攻击力，持续1回合;5;0;0;0;7;0;0;25;5;0;-1;-1;1;0
30020;雷鸣战车;己方所有单位＋3移动力，持续1回合（若本回合已移动过的单位装填该卡，将无法移动）;3;0;0;1;7;0;0;25;6;0;-1;-1;1;0
30021;天狗风;己方单体＋3移动力，持续1回合（若本回合已移动过的单位装填该卡，将无法移动）;2;0;0;1;4;1;0;25;6;0;-1;-1;1;0
30023;烈阳大铠;己方单体＋8护盾;2;0;0;1;4;1;0;5;8;0;-1;-1;1;0
30024;苇原乱战;己方所有单位攻击力＋2，持续1回合;1;0;0;1;7;0;0;25;4;0;-1;-1;1;0
30025;尘世巨猫;己方所有单位获得6点生命值，抽1张卡;3;0;0;1;5;0;0;12;1;31025;-1;-1;1;0
30026;逃脱;己方单体随机移动至迷雾区域（无迷雾时原地不动）;2;0;0;1;4;1;0;27;1;0;-1;-1;1;0
30027;精灵祝福;己方祈愿倒计时永久－1;4;0;0;1;5;0;0;31;-1;0;-1;-1;1;0
30028;激化;双方祈愿倒计时永久＋1;4;0;0;2;5;0;0;31;1;0;-1;-1;1;0
30029;热狂之柱;召唤一个祭坛，己方回合开始时，周围8格单位获得3点护盾;2;0;0;1;25;1;0;6;22068;0;-1;-1;1;0
30030;苍青神使;召唤一个祭坛，己方回合开始时，周围8格单位获得【圣盾】;2;0;0;1;25;1;0;6;22069;0;-1;-1;1;0
30031;赤红神使;召唤一个祭坛，己方回合开始时，若周围8格存在单位，则祈愿倒计时－1;2;0;0;1;25;1;0;6;22070;0;-1;-1;1;0
30032;乌黑神使;召唤一个祭坛，己方回合开始时，若周围8格存在单位，则使敌方所有单位失去3点生命值;2;0;0;1;25;1;0;6;22071;0;-1;-1;1;0
30033;雪白神使;召唤一个祭坛，己方回合开始时，周围8格单位获得＋2移动力，持续1回合;2;0;0;1;25;1;0;6;22072;0;-1;-1;1;0
30034;争分夺秒;己方单体失去3点生命值，＋3移动力，持续1回合（若本回合已移动过的单位装填该卡，将无法移动）;1;0;0;1;4;1;0;1;-3;32034;-1;-1;1;0
30035;坚韧不屈;己方单体获得6点生命值，获得【圣盾】，＋6护盾;4;0;0;1;4;1;0;1;6;32035,30235;-1;-1;1;0
30036;自闭;己方单体恢复12点生命值，永久－3攻击力;0;0;0;1;4;1;0;1;12;32036;-1;-1;1;0
30037;逃脱试验品;双方随机单位失去12点生命值;4;0;0;2;4;2;0;1;-12;0;-1;-1;1;0
30038;全力;己方所有单位＋2攻击力，＋2移动力，持续1回合（若本回合已移动过的单位装填该卡，将无法移动）;3;0;0;1;7;0;0;25;7;31038;-1;-1;1;0
30039;穷境之力;己方单体失去10点生命值，永久＋4攻击力;5;0;0;1;4;1;0;1;-10;30239;-1;-1;1;0
30040;自闭症候群;己方所有单位【封足】，持续1回合，【治疗】5（持续3回合）。;3;0;0;1;7;0;0;25;36;32040;-1;-1;1;0
30045;饥馑;己方所有单位失去4点生命值，永久＋1攻击力;2;0;0;1;7;0;0;1;-4;32045;-1;-1;1;0
30046;护桥者;舍弃所有手牌，己方所有单位永久＋2攻击力;5;0;0;1;7;0;0;3;2;32046;-1;-1;1;0
30047;理念冲突;敌方所有单位【封刃】，持续1回合。己方所有单位【封足】，持续2个回合。;5;0;0;1;7;0;0;25;15;32047;-1;-1;1;0
30048;防御战术;己方单体＋10护盾，永久－3攻击力;0;0;0;1;4;1;0;5;10;32048;-1;-1;1;0
30049;破坏性垦殖;舍弃所有手牌，己方单体获得15点生命值;1;0;0;1;4;1;0;1;15;32046;-1;-1;1;0
30050;蓄势待发;己方所有单位【封刃】，持续1回合，装填时间－2;0;0;0;1;7;0;0;25;8;32050;-1;-1;1;0
30051;咒缚的黄金;己方单体－9移动力，＋2攻击力;3;0;0;1;4;1;0;4;-9;32051;-1;-1;1;0
30052;积层云;己方全场覆盖迷雾;6;0;0;1;8;0;0;7;1;0;-1;-1;1;0
30053;耀斑;解除敌方全场迷雾;8;0;0;0;8;0;0;8;1;0;-1;-1;1;0
30054;征伐号角;敌方全体【清除】，所有单位永久＋1攻击力;4;0;0;0;7;0;0;14;1;32054;-1;-1;1;0
30055;雷瓦汀魔焰;敌方全体【清除】，所有单位失去5点生命值;5;0;0;0;7;0;0;14;1;32055;-1;-1;1;0
30056;赤口之祝;己方单体永久＋1移动力（若本回合已移动过的单位装填该卡，将无法移动）;2;0;0;1;4;1;0;4;1;0;-1;-1;1;0
30057;阻断强敌;己方所有单位失去4点生命值，敌方所有单位装填时间＋3;1;0;0;1;7;0;0;1;-4;32057;-1;-1;1;0
30058;危险警报;指定区域覆盖迷雾;1;0;0;1;8;1;2;7;1;0;-1;-1;1;0
30059;破邪显正;己方单体＋2攻击力，持续2回合;1;0;0;1;4;1;0;25;13;0;-1;-1;1;0
30099;紧急脱离MK2;己方单体随机移动至迷雾区域（无迷雾时原地不动）;0;0;0;1;4;1;0;27;1;0;-1;-1;1;0
30101;顽强;己方单体提高6点生命值上限并获得6点生命值;0;0;0;1;4;1;0;1;6;0;-1;-1;1;0
30235;坚韧不屈;己方单体获得6点生命值，＋6护盾，获得【圣盾】;0;0;0;1;4;1;0;5;6;0;-1;-1;1;0
30239;穷境之力;己方单体失去8点生命值，永久＋4攻击力;0;0;0;1;4;1;0;3;4;0;-1;-1;1;0
31002;附：行军;抽2张卡;0;0;0;1;5;0;0;12;2;0;-1;-1;1;0
31003;附自由;己方全体＋2攻击力，持续1回合;0;0;0;1;7;0;0;25;4;0;-1;-1;1;0
31005;后见之明;己方单体永久-5攻击力，己方所有单位+5护盾;5;0;0;1;4;1;0;3;-5;310051;-1;-1;0;0
310051;后见之明;己方所有单位+5护盾;0;0;0;1;7;0;0;5;+5;0;-1;-1;1;0
31006;疯狂;舍弃双方所有手牌，双方全场解除迷雾，双方所有单位永久+5攻击力;7;0;0;2;8;0;0;8;1;310061,310062;-1;-1;1;0
310061;疯狂;舍弃双方所有手牌;0;0;0;2;5;0;0;23;1;0;-1;-1;1;0
310062;疯狂;双方所有单位永久+5攻击力;0;0;0;2;7;0;0;3;+5;0;-1;-1;1;0
31010;不老药;无;0;0;0;1;4;1;0;1;6;0;-1;-1;1;0
31011;特工;无;0;0;0;1;5;0;0;12;1;0;-1;-1;1;0
31025;猫;无;0;0;0;1;7;0;0;1;6;0;-1;-1;1;0
31038;附：全力;己方所有单位＋2攻击力，持续1回合;0;0;0;1;7;0;0;25;4;0;-1;-1;1;0
32001;明光变易攻型;己方单体获得［永久＋2攻击力，降低8点生命值上限］;0;0;0;1;4;1;0;2;-8;33201;-1;-1;1;0
32002;明光变易命型;己方单体获得［提高8点生命值上限并获得8点生命值，永久－1移动力］;0;0;0;1;4;1;0;2;8;33202,32229;-1;-1;1;0
32003;明光变易速型;己方单体获得［永久＋1移动力，永久－3攻击力］（若本回合已移动过的单位装填该卡，将无法移动）;0;0;0;1;4;1;0;3;-3;33203;-1;-1;1;0
32005;启明星;指定区域解除迷雾;2;0;0;0;8;1;2;8;1;0;-1;-1;1;0
32009;附制冷;敌方全体【清除】，己方所有单位装填时间＋1;0;0;0;1;7;0;0;13;1;0;-1;-1;1;0
32034;附争分夺秒;＋3移动力，持续1回合（若本回合已移动过的单位装填该卡，将无法移动）;0;0;0;1;4;1;0;25;6;0;-1;-1;1;0
32035;附：坚韧不屈;赋予单体【圣盾】;0;0;0;1;4;1;0;25;3;0;-1;-1;1;0
32036;附自闭;－3攻击力;0;0;0;1;4;1;0;3;-3;0;-1;-1;1;0
32040;附：自闭症候群;己方所有单位【封足】。;0;0;0;1;7;0;0;25;9;0;-1;-1;1;0
32045;饥馑;无;0;0;0;1;7;0;0;3;1;0;-1;-1;1;0
32046;护桥者;舍弃手牌;0;0;0;1;5;0;0;23;1;0;-1;-1;1;0
32047;理念冲突;无;0;0;0;0;7;0;0;25;8;0;-1;-1;1;0
32048;防御战术;无;0;0;0;1;4;1;0;3;-3;0;-1;-1;1;0
32050;蓄势待发;无;0;0;0;1;7;0;0;13;-2;0;-1;-1;1;0
32051;黄金;无;0;0;0;1;4;1;0;3;2;0;-1;-1;1;0
32054;征伐号角;己方所有单位永久＋1攻击力;0;0;0;2;7;0;0;3;1;0;-1;-1;1;0
32055;雷瓦汀魔焰;所有单位失去5点生命值;0;0;0;2;7;0;0;1;-5;0;-1;-1;1;0
32057;阻断强敌;己方所有单位失去4点生命值，敌方所有单位装填时间＋3;0;0;0;0;7;0;0;13;3;0;-1;-1;1;0
32229;明光变易命型;己方单体获得［提高8点生命值上限，永久－1移动力］;0;0;0;1;4;1;0;1;8;0;-1;-1;1;0
32333;必胜图腾;己方单体获得［提高8点生命值上限，永久－1移动力］;5;0;0;1;1;1;0;6;23333;0;-1;-1;1;0
33001;启明星;指定区域解除迷雾;1;0;0;0;8;1;2;8;1;0;-1;-1;1;0
33003;强欲之灾;己方全体＋3护盾;2;0;0;1;7;0;0;5;3;0;-1;-1;1;0
33004;贪婪之祸;己方所有单位＋1攻击力，持续1回合;1;0;0;1;7;0;0;25;17;0;-1;-1;1;0
33201;明光变易攻型;己方单体获得［永久＋2攻击力，降低8点生命值上限］;0;0;0;1;4;1;0;3;2;0;-1;-1;1;0
33202;明光变易命型;己方单体获得［提高8点生命值上限，永久－1移动力］;0;0;0;1;4;1;0;4;-1;0;-1;-1;1;0
33203;明光变易速型;己方单体获得［永久＋1移动力，永久－3攻击力］（若本回合已移动过的单位装填该卡，将无法移动）;0;0;0;1;4;1;0;4;1;0;-1;-1;1;0
34062;热血;己方单体永久获得1~3点攻击力。;0;0;0;1;4;1;0;127;1,40,2,45,3,15;34063,34064;-1;-1;1;0
34063;热血;己方单体【净化】;0;0;0;1;4;1;0;103;1;0;-1;-1;1;0
34064;热血;己方[鸠摩罗]失去6点生命值。己方单体【净化】，永久获得1~3点攻击力。;0;0;0;1;37;0;24009;1;-4;0;-1;-1;0;0
36001;残酷的爱;秘术：当装有该秘术的单位离场时，己方所有单位获得10点生命值。;3;21;0;1;7;0;0;1;10;0;-1;-1;1;0
36002;海原的援军;秘术：当敌方装填弹幕卡时，敌方全体【清除】。己方所有单位永久＋1攻击力;3;52;0;0;7;0;0;14;1;36202;-1;-1;1;0
36003;魂归之处;舍弃所有手牌，覆盖己方全场迷雾。;4;0;0;1;8;0;0;7;1;36203;-1;-1;1;0
36004;矮马逊;随机获得2张品质为稀有的弹幕卡;3;0;0;1;5;0;0;82;2;36204;-1;-1;0;0
36005;大地繁盛;恢复12点生命值;2;0;0;1;4;1;0;1;12;0;-1;-1;1;0
36006;争议;秘术：当你的对手使用神迹卡时，将神迹卡无效。;3;50;0;0;5;0;0;92;1;0;-1;-1;1;0
36007;追寻神秘;随机获得3张品质为普通的神迹卡;4;0;0;1;5;0;0;79;3;36207,36307;-1;-1;1;0
36008;动员令;己方场地上每拥有一个单位，恢复1点行动点;4;0;0;1;5;0;0;96;1;0;-1;-1;1;0
36009;故土难离;敌方所有单位失去5点生命值。敌方所有单位【封足】，持续2回合;8;0;0;0;7;0;0;25;72;36209;-1;-1;0;0
36010;践行天意;双方装填中的弹幕卡，装填时间－1;3;0;0;2;7;0;0;13;-1;0;-1;-1;1;0
36011;龙之幻影;秘术：当装有该秘术的单位受到攻击时，敌方所有单位失去10点生命值。;3;20;0;0;7;0;0;1;-10;0;-1;-1;1;0
36012;亲密无间;己方所有单位获得12点生命值;5;0;0;1;7;0;0;1;12;0;-1;-1;1;0
36013;青春的气息;敌方所有单位失去4点生命值，己方所有单位获得4点生命值。;4;0;0;0;7;0;0;1;-4;36213;-1;-1;1;0
36014;任务完成;随机获得1张品质为传说的弹幕卡;1;0;0;1;5;0;0;82;1;0;-1;-1;1;0
36015;天命护卫;秘术：当携带此秘术的单位被命中失去生命值时，随机移动至迷雾区域（无迷雾时原地不动），＋5护盾;3;20;0;1;6;0;0;5;5;36215;-1;-1;1;0
36016;昔日荣光;己方所有单位永久＋1攻击力;3;0;0;1;7;0;0;3;1;0;-1;-1;1;0
36017;雪之舞蹈会;秘术：当敌方使用神迹卡时，复制该神迹卡并置入手牌，复制所得的神迹行动点消耗为0;3;50;0;1;5;0;0;93;1;0;-1;-1;1;0
36018;月食;所有处于迷雾的的单位失去5点生命值值;1;0;0;2;3;0;0;1;-5;0;-1;-1;1;0
36019;再起的大愿;召唤2体［国津神］（攻击力：1／生命值：9。【坚壁】）;3;0;0;1;1;2;0;6;23619;36219;-1;-1;1;0
36020;智囊;己方所有单位【封刃】，持续2回合，己方所有单位＋5护盾;0;0;0;1;7;0;0;5;5;36220;-1;-1;1;0
36021;暗之美食家;【秘术】：当敌方装填弹幕卡时，敌方所有单位失去3点生命值，己方所有单位装填时间－1;3;52;0;0;7;0;0;1;-3;36022;-1;-1;1;0
36022;附暗之美食家;【秘术】：当敌方装填弹幕卡时，敌方所有单位失去3点生命值，己方所有单位装填时间－1;0;0;0;1;7;0;0;13;-1;;-1;-1;1;0
36023;波乱煽动者;敌方所有单位失去7点生命值，敌方所有单位+2攻击力;5;0;0;0;7;0;0;1;-7;36223;-1;-1;1;0
36024;不朽秘法;己方全场覆盖迷雾，己方所有单位获得10点生命值;3;0;0;1;8;0;0;7;1;36224;-1;-1;1;0
36025;代言人;舍弃所有手牌，己方所有单位攻击力＋3（持续1回合）;2;0;0;1;7;0;0;25;22;36203;-1;-1;1;0
36026;反逆煽动者;己方主神生命值－9，己方所有单位永久攻击力＋2。;5;0;0;1;10;0;0;1;-9;36226;-1;-1;1;0
36029;祸水;为敌方所有区域覆盖迷雾，敌方所有单位生命值－10;7;0;0;0;8;0;0;7;1;36239;-1;-1;1;0
36030;家族之绊;己方所有单位攻击力永久＋1，获得【圣盾】;4;0;0;1;7;0;0;3;1;36230;-1;-1;1;0
36031;净除;秘术：当敌方装填弹幕卡时，敌方全体【清除】。己方所有单位获得4点生命值;3;52;0;0;7;0;0;14;1;36231;-1;-1;1;0
36032;莫非王土;【秘术】：离场时在随机格迷雾内以20点生命值复活，若受此秘术影响的单位生命值上限不足20点，则以生命值上限复活;3;21;0;1;6;0;0;78;20;0;-1;-1;0;0
36036;蛇之道;使敌方随机舍弃一张手牌。;0;0;0;0;5;0;0;73;1;0;-1;-1;1;0
36037;神算鬼谋;己方卡组中所有弹幕卡＋4攻击力;3;0;0;1;31;0;0;88;4;0;-1;-1;1;0
36038;胜利赐予者;己方所有单位失去9点生命值，驱散敌方全场迷雾。;6;0;0;0;8;0;0;8;1;36238;-1;-1;1;0
36041;咒缚之法;自身被命中时，敌方主神失去5点生命值;3;20;0;0;10;0;0;1;-5;0;-1;-1;1;0
36042;咒缚之法;自身被命中时，敌方主神失去9点生命值;3;20;0;0;10;0;0;1;-9;0;-1;-1;1;0
36045;唯物论之盾;舍弃所有手牌，己方所有单位＋7护盾及【圣盾】;1;0;0;1;7;0;0;5;7;36203,36245;-1;-1;1;0
36046;误入歧途;己方主神生命值－10，恢复2点行动点。;0;0;0;1;10;0;0;1;-10;36246;-1;-1;1;0
36051;因幡的引导;舍弃所有手牌，己方所有单位永久＋1移动力（若本回合已移动过的单位装填该卡，将无法移动）;2;0;0;1;7;0;0;4;1;36203;-1;-1;1;0
36052;永恒大食会;己方所有单位失去9点生命值，弹幕卡装填时间－2;4;0;0;1;7;0;0;1;-9;36252;-1;-1;1;0
36054;责任者;恢复1点行动点;0;0;0;1;5;0;0;77;1;0;-1;-1;1;0
36055;战士的休息;所有单位装填时间＋2，所有单位永久＋2攻击力;4;0;0;2;7;0;0;13;2;36255;-1;-1;1;0
36056;土魔像;召唤1体［土魔像］（攻击力：3／生命值：20。被动技能：【反击】）;5;0;0;1;1;2;0;6;26100;0;-1;-1;1;0
36057;喧嚣的林精;将一个非主神的己方单位，【变化】为［狂暴的林精］（攻击力：3／生命值：20。被动技能：攻击时，失去3点生命值）;5;0;0;1;1;2;0;6;26101;0;-1;-1;1;0
36058;英灵之酒;秘术：当敌方装填弹幕卡时，我方所有单位获得10点护盾。;3;52;0;1;7;0;0;5;10;0;-1;-1;1;0
36059;怪谈;双方舍弃所有手牌。;5;0;0;2;5;0;0;23;1;0;-1;-1;1;0
36060;夏之娱乐场;双方所有单位随机移动至迷雾区域（无迷雾时原地不动）;3;0;0;2;7;0;0;27;1;0;-1;-1;1;0
36061;混元变易;己方一体单位获得【装甲】;0;0;0;1;4;1;0;29;24403;0;-1;-1;1;0
36062;暗影变易;己方一体单位获得【遮蔽】;0;0;0;1;4;1;0;29;24404;0;-1;-1;1;0
36202;附海原;＋1攻击力;0;52;0;1;7;0;0;3;1;0;-1;-1;1;0
36203;舍弃所有手牌;舍弃所有手牌;0;0;0;1;5;0;0;23;1;0;-1;-1;1;0
36204;附;无;0;0;0;1;5;0;0;82;2;0;-1;-1;0;0
36207;追寻神秘;随机获得3张品质为普通的神迹卡;0;0;0;1;5;0;0;79;3;0;-1;-1;1;0
36209;故土难离;难离;0;0;0;0;7;0;0;1;-5;0;-1;-1;0;0
36213;青春的气息;己方所有单位获得4点生命值;0;0;0;1;7;0;0;1;4;0;-1;-1;1;0
36215;附天命;转移;0;20;0;1;6;0;0;27;1;0;-1;-1;1;0
36219;再起的大愿;召唤2体［国津神］（攻击力：1／生命值：9。【坚壁】）;0;0;0;1;1;2;0;6;23619;0;-1;-1;1;0
36220;智囊;己方所有单位【封刃】，持续2回合，己方所有单位＋5护盾;0;0;0;1;7;0;0;25;28;0;-1;-1;1;0
36223;波乱煽动者;敌方所有单位＋2攻击力;0;0;0;0;7;0;0;3;2;0;-1;-1;1;0
36224;不朽秘法;己方全场覆盖迷雾，己方所有单位获得10点生命值;0;0;0;1;7;0;0;1;10;0;-1;-1;1;0
36226;反逆煽动者;己方所有单位＋2攻击力;0;0;0;1;7;0;0;3;2;0;-1;-1;1;0
36230;家族之绊;获得【圣盾】;0;0;0;1;7;0;0;25;3;0;-1;-1;1;0
36231;净除;己方所有单位获得4点生命值;0;52;0;1;7;0;0;1;4;0;-1;-1;1;0
36238;胜利赐予者;己方所有单位失去9点生命值;0;0;0;1;7;0;0;1;-9;0;-1;-1;1;0
36239;祸水;敌方所有单位失去8点生命值;0;0;0;0;7;0;0;1;-8;0;-1;-1;1;0
36245;唯物论之盾;舍弃所有手牌，己方所有单位＋7护盾及【圣盾】;0;0;0;1;7;0;0;25;3;0;-1;-1;1;0
36246;误入歧途;恢复2点行动点;0;0;0;1;5;0;0;77;2;0;-1;-1;1;0
36252;永恒大食会;弹幕卡装填时间－2;0;0;0;1;7;0;0;13;-2;0;-1;-1;1;0
36255;战士的休息;所有单位攻击力＋2;0;0;0;2;7;0;0;3;2;0;-1;-1;1;0
36307;追寻神秘;随机获得3张品质为普通的神迹卡;0;0;0;1;5;0;0;79;3;0;-1;-1;1;0
36666;测试地雷;放置一个教学用地雷;0;0;0;0;1;1;0;-1;0;0;1;1;1;0
38001;龙首之玉;秘术：当敌方使用弹幕卡时，我方所有单位永久＋2攻击力，获得【圣盾】;3;52;0;1;7;0;0;3;2;38201;-1;-1;0;0
38003;蓬莱玉枝;双方全场覆盖强制迷雾（不可解除），持续1回合。;5;0;0;2;8;0;0;25;34;0;-1;-1;1;0
38004;守护亡者;【净化】己方所有单位;4;0;0;1;7;0;0;103;1;0;-1;-1;1;0
38005;死者的归所;【净化】双方所有单位;6;0;0;2;7;0;0;103;1;0;-1;-1;1;0
38007;龙之幻影;双方抽1张卡;1;0;0;2;5;0;0;12;1;0;-1;-1;1;0
38008;天眼;己方抽3张卡，弃1张卡;1;0;0;1;5;0;0;12;3;38017;-1;-1;1;0
38009;国土镇护;清除双方所有单位护盾;3;0;0;2;7;0;0;5;-99;0;-1;-1;1;0
38010;公主的豪华;己方随机单位＋10护盾;2;0;0;1;4;2;0;5;10;0;-1;-1;1;0
38011;水镜;敌方所有单位失去2点生命值，己方所有单位-4护盾;2;0;0;0;7;0;0;1;-2;38018;-1;-1;1;0
38012;现役;敌方随机3个单位失去3点生命值;4;0;0;0;4;2;0;1;-3;38019,38021;-1;-1;1;0
38013;幸运爆弹;【秘术】：自身被命中时，敌方所有单位失去2点生命值;3;20;0;0;7;0;0;1;-2;0;-1;-1;1;0
38014;再生;【秘术】：自身被命中时，获得6点生命值，永久+2攻击力;3;20;0;1;6;0;0;1;6;38020;-1;-1;1;0
38015;旭日的仪仗;【秘术】：自身被命中时，己方所有单位获得6点生命值;3;20;0;1;7;0;0;1;6;0;-1;-1;1;0
38016;贤者之妒;【秘术】：敌方回合开始时，敌方随机附属神【封刃】，持续1回合;3;31;0;0;36;2;0;25;28;0;-1;-1;1;0
38017;附：天眼;己方弃1张卡;0;0;0;1;5;0;0;73;1;0;-1;-1;0;0
38018;附：水镜;己方所有单位-4护盾;0;0;0;1;7;0;0;5;-4;0;-1;-1;0;0
38019;附：现役;敌方随机单位失去3点生命值;0;0;0;0;4;2;0;1;-3;0;-1;-1;1;0
38020;附：再生;自身被命中时，永久+2攻击力;0;20;0;1;6;0;0;3;2;0;-1;-1;1;0
38021;附：现役;敌方随机单位失去3点生命值;0;0;0;0;4;2;0;1;-3;0;-1;-1;1;0
38023;天命反转;【净化】己方单体;3;0;0;1;4;1;0;103;1;0;-1;-1;1;0
