编号;名称;种类;技能名称;攻击力;生命值;技能;势力;画师;CV;技能发动;语音阵亡;语音攻击1;语音攻击2;语音杂谈1;语音杂谈2;基本信息;背景描述;故事1;故事2;故事3;故事4;故事5;调试中
20005;思兼神;;;;;;高天原;松花;篠原 なるみ;战斗可不是我的专长哦！;才不承认这样的结果呢！;用用脑子，笨蛋！;我们来斗智吧！;战斗可是要用头脑的哦～;为什么盯着我的额头……;角色名字：思兼神_所属势力：高天原_称号：无_兴趣：指挥，谋划_喜欢的事物：策略，兵法，逻辑_讨厌的事物：肉体改造，运动;高天原的参谋_睿智有洞察力，作为天照最信赖的顾问在诸多领域活跃着。_从政治到经济到战争，在各个方面都很精通的智略之神。_实践能力和知识不成正比，讨厌肌肉发达头脑简单的家伙，如自己的老搭档天手力男，建御雷，须佐之男等_也讨厌整天都隐藏自身想法居心叵测的家伙，如国津神的大国主等_从知识的多寡决定是否要欣赏一人，认为天照的性格超麻烦，但自己必须将她照顾到底。_设立了高天原内部的网络，与下界相接，也做从下界购买物品的生意。;［军师］_思兼神作为辅佐过伊邪那岐，天照两代的参谋，不光政治经济方面能力优秀，对于兵法和战术也有相当精深的研究。正因如此，天照也完全信任思兼神提出的建言。;［糊涂军师］_作为高天原的头脑，思兼神的战术受其自身的性格所致，有着相当大的局限性。多数情况下表现为治标不治本与不择手段。例如在天岩户事件中提出的建议虽成功让天照回到工作中，却无法避免天照将天岩户作为逃避现实的手段。;［多疑的谋士］_在高天原遭到来自［尼夫尔海姆］的巨人袭击之后，思兼神开始怀疑有第三方刻意将信仰匮乏的巨人们导向当时信仰尚属充裕的高天原。而首先被怀疑的对象就是在整场战斗中得益最大的梦界旅者们。;;;0
20006;天手力男;;;;;;高天原;松花;倉本 恵理;这、这就是羁绊的力量！;我、怎么能倒在这里……;唔哦哦哦哦～;火箭飞拳！;不要放弃！;我不能在这里倒下！;角色名字：天手力男_所属势力：高天原_称号：天之铁拳_兴趣：举重_喜欢的事物：骨气，坚持，天照_讨厌的事物：软弱，国津神;天照的守护者_高天原的忠臣，热血，勇敢，服从于天照的命令，过于复杂的问题很快就会放弃思考。_和国津神作战时被任命为先锋团成员，和国津神关系非常恶劣。作为执行者完成思兼神提出的策略，但是被思兼神当做笨蛋。_不折不扣的体力派，人际关系非常单纯，只要是天照认定的事情都是对的，只要对高天原有益的事都会去做。_用巨大的拳套储存过剩的神力，所以外表看起来意外的矮小。;［天岩户］_在天照因对外界绝望躲进天岩户的事件中，按照思兼神拟定的计策，成功的将天照从天岩户中请出。天手力男本人将此事视作一件荣誉，但他所不知道的是，天照对此事非常不满。;［忠肝义胆］_天手力男作为高天原的重臣，无条件支持天照的一切决断，在攻打苇原中国时就担任过对国津神作战的先锋。虽然天津神内部有诸多与国津神存在联系的神灵质疑此项计划的正当性，但是在天手力男和思兼神等神灵的大力推进下，高天原还是成功夺得了苇原中国的控制权。;［战祸之涡］_在自称“尼夫尔海姆”的势力袭击高天原后，天手力男意识到这个世界上还有许多自己未曾见识过的对手，仅凭自己现在的力量难以保护高天原的安全。于是天手力男将自己的力量出借给了以恢复神界和平为口号的梦界旅者庄周，希望在这里见识各种敌人，最终打败他们，为高天原夺取长久的胜利。;;;0
20007;大国主;;;;;;高天原;松花;高橋 春香;憎恨的连锁，不会轻易结束……;还没完……;你运气不好呢;要赌运气吗？;反正努力也没有用;一切交给运气就好了;角色名字：大国主_所属势力：高天原_称号：国津神的顶点／让国之王_兴趣：饲养动物，数榻榻米格子_喜欢的事物：幽雅安静的东西_讨厌的事物：吵闹，会发出巨响的东西;高天原的食客_原国津神的领导者性格圆滑，能屈能伸，思维方式和作风全都比外表的年龄来的成熟（老）。_与须佐之男的女儿须势理姬结婚，但须佐之男认为那是诱骗的结果，非常厌恶大国主。_有建御名方与事代主等子女，将麻烦的事情都交给子女处理。_被月读认为是伪装成服从的姿态，实际上心怀不轨，装作虚心接受他人意见，实际上全都左耳进右耳出。_在高天原全体（天津神与国津神）中都有很高的人望，曾因天照的命令让出过自己的领土苇原中国，导致国津神全都失去了领地。_有在玩网络游戏，但没有社交网络账号。;［国津神的顶点］_作为拒绝交出领土，并曾经向高天原揭起反旗的国津神之主，其现在的生活方式实在是过于低碳了——在天照紧急减少信仰心供应时，原本众神认为她会抓住机会对高天原的天津众神发动叛乱，结果其却选择站在天津神一边，劝服了一部分对高天原不满的国津神，包括曾与天津神一战败北的其女建御名方。;［死之口］_在紧急减少信仰心供应时，其妻须势理姬失踪，疑似因信仰断供导致神灵消灭或遭到攻击死亡。此事极大的触怒了须势理姬的父亲须佐之男，须佐之男强烈要求将所有没因信仰断供而消灭的国津神放逐至自己管辖的根之国（高天原神界下死后的世界），但天照认为国津神将是反攻的重要战力，因此，大国主带领的国津神一门不得不在战场最前线证明自己的存在价值。;［豪运］_其神性特质为“豪运”，即无论遭遇怎样的困境，不可定之事永远会向着对自身有利的方向发展，然而对不受运气因素影响的必然发生之事却毫无作用。;;;0
20008;大和武尊;;;;;;高天原;松花;吉岡 香織;跟我来！;又失败了吗……;觉悟吧！;斩！;我代表着天的意志！;剑、我的剑呢？;角色名字：大和武尊_所属势力：高天原_称号：天眷的勇者_兴趣：发呆_喜欢的事物：权威，意志_讨厌的事物：弱小，过大的力量;传说中的勇者_原本只是普通的人类，被神灵选中赐予了力量的传说中的勇者。作为神力的信物，持有着传说之剑草薙剑。_对身为勇者有极高的自豪感，有着为高天原奉献一切的强大信念，但是在高天原遭到尼夫尔海姆袭击时未能迅速做出反应，为此内疚。_偶尔会弄丢草薙剑，此时会认为自己已经不被神信任而变得软弱。_和经津主关系很好，向经津主学习保养刀剑的方法。作为由人类转化而成的神灵，对原生的神灵抱有微妙的劣等感。_厌恶一切龙，恶魔，鬼等传说中的恶势力，对太清殿追求人之道的理念持怀疑态度，但因找不出合理的反论，只好观望。;［东征］_身为人类时，大和武尊曾以国家的名义向国土的东部行军，她认为打败东方的诸恶根源正是神赐予自己的试炼与使命，在向东进发的远征中留下了诸多武勇的传说。但是他最终却失去所爱之人，失去传说之剑，被山神击败而悲惨收场。;［神格］_鉴于大和武尊在人世以高天原之名的努力，虽未能完成自身的使命，天照依然将大和武尊以神灵的身份升入高天原，让她能够继续以另一个形式继续为高天原服务。;［暴风雪之中］_在高天原遭到“尼夫尔海姆”袭击时，大和武尊见到了来自西北之地的巨人族以及他们所造成的破坏。大和武尊相信，这就是自己一直在与之斗争的大恶，现在必须努力磨练自身的能力，以备未来能一举消灭这些巨人。;;;0
20009;火之迦具土;;;;;;高天原;松花;マイア;大家在一起……;你也要抛弃我吗！？;抱紧我;一直在一起……;你不会抛弃我的，对吧？;像要烧起来一样……;角色名字：火之伽具土_所属势力：高天原_称号：尽皆破灭_兴趣：观察_喜欢的事物：爱_讨厌的事物：刀剑;伊邪那岐与伊邪那美的末子_有着强烈且无法控制的火之力，出生时就造成了伊邪那美的死亡，并因此一度被杀。虽因火之力需要控制而被重塑，但出生时受到的伤害对她造成了不可磨灭的影响。_渴望被爱和被拥抱。无法控制的力量却会把所有拥抱之物化为灰烬，间接的造成了她更加渴望爱和拥抱的感觉。_可以与同样由火而生的神灵安全的接触，但火之伽具土立刻会对这些对象产生强烈的依赖，导致对象因无法忍受而离开。_出现石棉服装后，稍加控制火力终于能避免一直全裸了。和同样被遗弃的长姐水蛭子关系很好。_自己不知理由的亲近建御雷，对战斗和社会生活都没有概念，完全凭感性行动。;［弑神的烈火］_火之伽具土原本在出生前有可能成为最尊贵的太阳之神，却因为神力的暴走造成了母亲伊邪那美的死亡，并因此被杀。从另一个角度来说，只要不是种类相同的神灵，无论神格的高低都可能被她摧毁，算是她唯一的优点了。;［无法控制］_火之伽具土的死亡导致无人控制的火之力四处蔓延。为了阻止这个情况，伊邪那岐只得重塑了火之伽具土，并隐藏起来，不让其他神灵发现。直到天照执政时期，她才获得真正意义上的自由。;［如烈阳永燃］_对高天原的侵入战在火之伽具土还不知道的时候就悄然结束了，但火之伽具土发现自己生活的神界内出现了一股名为梦界旅者的势力。这些人可能会爱自己，抱着这样的想法，火之伽具土投身于自己毫不感兴趣的战局之中。;;;0
20010;托尔;;;;;;阿斯嘉德;RitoruG;野中 藍;头太高了啊！愚民！;可恶！;要砸碎什么？;跪下！;压倒性的力量才是真理;弱者才耍小手段;角色名字：托尔_所属势力：阿斯嘉德_称号：雷神／农耕之神_兴趣：健身_喜欢的事物：家人，山羊，勇敢的人_讨厌的事物：洛基，霜巨人;阿斯嘉德最强的神灵和安保总长_奥丁的众多子女之一，兄弟姐妹中唯一称呼奥丁为“王”而不是“老爸”的。_个性光明磊落，对职责之外的事情漠不关心，除了洛基之外不喜欢质疑别人。被洛基恶整过好几次，所以非常讨厌洛基。_和老婆西芙关系很好。_和看守阿斯嘉德大门彩虹桥的海姆达尔是好朋友。深得瓦尔基里们的敬仰，同时也是瓦尔基里们经营的酒庄＂瓦尔基里酒场＂的常客。酒豪，被她抓住的陪酒的人只有少数能够生还。_讨厌巨人，认为所有巨人都不可信任。在与霜巨人的多次冲突中获胜，在霜巨人中有很高的恶名。_有社交网络账号，但只关注了西芙和奥丁等少数几人。;［姆乔尔尼尔］_雷神之锤，网上向矮马逊（矮人经营的电子商务平台）订制的。订制的信息在中途被洛基篡改，结果送来了一把棒状的电击枪。;［寻找智慧之旅］_奥丁偶然的情况下得知自己失去的智慧可能在外域（阿斯嘉德之外的区域的统称）的霜巨人王乌特迦洛基手中，于是命令托尔和洛基去寻回，结果在乌特迦洛基设下的比赛项目上全面落败。;［常青之剑的余波］_博德在被洛基陷害进入海姆冥界之后，托尔独自前往追杀洛基，但最终并没有杀死他，而是抓住洛基丢进了监狱。;;;0
20011;博德;;;;;;阿斯嘉德;RitoruG;阿澄 佳奈;诶？你这种人也想和我共舞？;和说好的不一样！;真是没办法啊;要感谢我哦;博德酱在这里哟;感觉有视线……;角色名字：博德_所属势力：阿斯嘉德_称号：光辉之子_兴趣：唱歌，舞蹈，交友，旅行，拍照（根据当事人要求修改）_喜欢的事物：家人（根据当事人要求修改）_讨厌的事物：无（根据当事人要求修改）;阿斯嘉德人气最高的神灵，奥丁的众多子女之一。_因为母亲弗丽嘉曾经当过偶像，所以从一出生就被安排走上偶像的道路。_一同出生的姐妹霍德尔在成长中逐渐变得不适合成为偶像，所以博德被施加了很大的压力。博德将自己必须成为偶像这件事全都归咎于霍德尔的不争气，常以“爱的教育”为名欺负霍德尔。_个性开朗张扬，很受阿斯嘉德居民的喜爱，在不喜欢的人面前会表现出性格恶劣的一面。和奥林匹斯的阿波罗在某次共演后从竞争对手转化成了好友，但是互相利用的关系却没变。_对海姆冥界的管理者海拉的跟踪狂行径很是苦恼，单方面的崇拜异母姐托尔，想像托尔那样不受约束地生活，但是因为偶像的身份无法做到。_社交网络上的粉丝大部分来自阿斯嘉德居民，为了摆脱“本土偶像”的称呼，曾远征海外，现在也有一部分海外的粉丝。;［双面的人气者］_阿斯嘉德的人气者，大家的博德酱～❤，本质上相当嚣张。在不喜欢的人面前会变得非常毒舌，经常以“爱”的名义欺负自己的双胞胎姐妹霍德尔。;［人气偶像］_获得大量信者之爱的爱神弗丽嘉——的孩子。出生时就备受瞩目，之后如大家期望成为了阿斯嘉德首屈一指的偶像。其“可爱就是无敌”的神性特质影响力跨越众多神界，甚至现世也出现了挥舞荧光棒的信者。不过真实面目其实个性嚣张险恶，虽然也有一部分信者对于这种反差很是欢喜……;［惨烈的人际关系］_除了同为偶像的奥林匹斯神灵阿波罗之外，几乎没有任何朋友。与其姐妹霍德尔关系非常恶劣，被海姆冥界的管理者海拉疯狂的追逐着，最近向阿斯嘉德警卫部门提出了禁止海拉靠近的保护申请。;;;0
20012;洛基;;;;;;阿斯嘉德;RitoruG;ひなた たまり;怎么玩弄才好呢？;这就是结局吗……;哈哈哈哈——！;只是个恶～作～剧～;怎样的恶作剧适合你呢……;淘气的孩子更可爱不是吗？;角色名字：洛基_称号：欺诈者_兴趣：钓鱼（？），发假新闻贴，造谣_喜欢的事物：思维迟缓的人，偏听偏信的人_讨厌的事物：思维逻辑清晰的人，托尔;无名的邪神。_从不知何时起被称作“洛基”，已经忘却了自己真实姓名与存在的恶作剧之神。_非常憧憬个性张扬的托尔与博德，而“洛基”之爱的表现形式就是将其摧毁。_与奥丁正在寻找的“智慧”有着莫大的联系。;［洛基之名］_现在的洛基并不是原本就存在于阿斯嘉德的神灵，并且在阿斯嘉德曾经存在过多个“洛基”，现在的洛基只是在将死时被奥丁所救，并赐予“洛基”这个名字的无名神灵。_疑似“洛基”之名的神灵在诸神黄昏的发动中是必要的因素。;［东国的情报］_此洛基与阿斯嘉德的大部分神灵不同，对东国有着深刻的了解。_疑似与东国保持着独特的联系，也有可能只是擅长调查。;［煽动者］_与奥丁积极寻求“智慧”时，向奥丁提出建言——掠夺东国的信仰用以对抗黄昏。_但在行军开始前没有多久的时候，被发现在常青之剑事件中有教唆霍德尔的嫌疑，被捕。;［邪“神”］_此洛基不存在神格特质。严格来说，她甚至无法被称为神，其行为与神格特质无关，仅是靠着一般的思考就能完成行动。;;0
20013;弗丽嘉;;;;;;阿斯嘉德;U－Star;筏井 かなえ;这就是爱的力量！;还想要更多的爱……;你也想要爱吗？;接受我的爱吧！;一起做愉快的事吧～;你看上去，非常诱人……;角色名字：弗丽嘉_所属势力：阿斯嘉德_称号：残酷之爱_兴趣：爱情电视剧_喜欢的事物：积极主动的爱_讨厌的事物：纯情，利益化的爱;奥丁的妻子，爱神_轻佻，有决断力，某些时候会表现出比奥丁更强的领袖气质。_渴望得到成熟的爱，得到后很快就会失去兴趣，并且以渴望爱的名义，与诸多神灵保持着暧昧关系。_前偶像，已退役。为了将自己的孩子培养成偶像，采取严厉又残酷的教育方针。_对纯情非常厌恶，与芙蕾雅关系很差，喜欢绯闻类话题。_无关阵营的组织，主妇联合会的成员。;［知晓真相者］_在奥丁成为主神之初就跟随在身边，以妻子的身份辅佐奥丁的贤者，放荡的外表常会招致误解，实际上弗丽嘉有着明辨是非的眼光和缜密的分析力，是奥丁的重要助手。了解阿斯嘉德神界以及诸神黄昏真正的运作原理。;［黄昏的足音］_在奥丁随着信仰衰退失去了牺牲一眼换来的“智慧”后，弗丽嘉认为这是诸神黄昏即将开始的信号。为了不动摇阿斯嘉德的士气，限制了奥丁的出行，并且将真相告诉了少数值得信任的子女，开始积极为对抗诸神黄昏做准备。;;;;0
20014;弗雷;;;;;;阿斯嘉德;RitoruG;山根 希美;收集就交给我吧！;我的宝物……;诶、诶！;看招！;敌人很可怕的样子呢;想变成空气～;角色名字：弗雷_所属势力：阿斯嘉德_称号：黄金之王（过去）_兴趣：剑术_喜欢的事物：芙蕾雅，黄金_讨厌的事物：肮脏的东西;华纳神族的现任领袖_胆小懦弱不喜欢争斗。_参与过多次诸神黄昏，多数时候都与阿斯嘉德并肩作战。_曾在过去的诸神黄昏中有着”最后的勇者”之称，疑似曾经非常强悍勇敢。_在华纳神族女巫古尔薇格处接受教育，认为华纳神族在阿斯嘉德内的待遇并不公正。_和托尔关系很好，和史尔特关系十分恶劣。_曾持有名为胜利之剑的秘宝，后丢失。_经营着金融公司，贷款利息极高，和一部分巨人关系很好，也雇佣一些巨人在自己的公司工作，同时和水蛭子是商业伙伴。;［华纳的领袖］_作为华纳神族与阿斯嘉德和睦的象征，弗雷与父亲尼约德一起进入阿斯嘉德，以奥丁的名义与巨人作战。在尼约德成为奥丁的顾问后，弗雷继承了华纳神族的领袖之位。;［重任］_在阿斯嘉德漫长的岁月中，弗雷与阿斯嘉德众神一起阻止了多次诸神黄昏的发动，在无数次与发动黄昏的巨人作战后，弗雷意识到，阿斯嘉德众神并没有把华纳神当做真正的同伴。为了给族人争取应有的地位，弗雷多次向奥丁申诉，但都没有得到结果。;［黄昏的足音］_在现世进入工业时代之后，神界的信仰心开始大幅衰退，阿斯嘉德众神认为这是另一次诸神黄昏开始的信号，开始积极备战。然而弗雷却在大战之前发出了自己因信仰心衰退，失去了宝物胜利之剑的消息，因此原本就不对华纳神族寄予厚望的奥丁同意了弗雷在战斗中仅进行后援的请求。;;;0
